IdMulta;IdFalta;CodigoFalta;TipoFormato;NivelGravedad;IdTiempo;Anio;Mes;MultasImpuestas;ImporteImpuesto;ReincidenciaImpuesta
410;184;M04;Papeleta de Tránsito;M;7;2022;7;1;4600;0
411;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
412;52;G15;Papeleta de Tránsito;G;8;2022;8;1;368;0
413;181;M01;Papeleta de Tránsito;M;2;2022;2;10;46000;0
414;141;G56;Video Papeleta;G;11;2022;11;21;7728;0
415;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
416;139;G56;Papeleta de Tránsito;G;4;2022;4;4;1472;0
417;76;G30;Papeleta de Tránsito;G;8;2022;8;21;7728;368
418;44;G11;Video Papeleta;G;6;2022;6;167;61456;0
419;184;M04;Papeleta de Tránsito;M;5;2022;5;4;18400;0
420;181;M01;Papeleta de Tránsito;M;6;2022;6;1;4600;0
421;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
422;59;G18b;Papeleta de Tránsito;G;9;2022;9;158;58144;1840
423;20;G01;Papeleta de Tránsito;G;9;2022;9;8;2944;0
424;204;M17;Papeleta de Tránsito;M;5;2022;5;9;4968;0
425;153;G63;Papeleta de Tránsito;G;4;2022;4;1;368;0
426;122;G48;Papeleta de Tránsito;G;4;2022;4;1;368;0
427;180;L08;Papeleta de Tránsito;L;4;2022;4;10;1840;0
428;182;M02;Papeleta de Tránsito;M;3;2022;3;71;163300;0
429;74;G29;Video Papeleta;G;10;2022;10;4;1472;0
430;183;M03;Papeleta de Tránsito;M;6;2022;6;4;9200;0
431;139;G56;Papeleta de Tránsito;G;7;2022;7;176;64768;8464
432;44;G11;Video Papeleta;G;1;2022;1;94;34592;0
433;181;M01;Papeleta de Tránsito;M;2;2022;2;11;50600;0
434;182;M02;Papeleta de Tránsito;M;4;2022;4;1;2300;0
435;185;M05;Papeleta de Tránsito;M;4;2022;4;1;2300;0
436;67;G25;Papeleta de Tránsito;G;3;2022;3;11;4048;368
437;183;M03;Papeleta de Tránsito;M;6;2022;6;1;2300;0
438;182;M02;Papeleta de Tránsito;M;9;2022;9;3;6900;0
439;97;G40;Video Papeleta;G;1;2022;1;2;736;0
440;225;M27;Papeleta de Tránsito;M;2;2022;2;34;78200;0
441;170;L01;Papeleta de Tránsito;L;7;2022;7;5;920;0
442;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
443;204;M17;Papeleta de Tránsito;M;4;2022;4;2;1104;0
444;179;L07;Papeleta de Tránsito;L;5;2022;5;1;184;0
445;97;G40;Video Papeleta;G;2;2022;2;7;2576;0
446;114;G46;Papeleta de Tránsito;G;8;2022;8;1;368;0
447;208;M19;Papeleta de Tránsito;M;4;2022;4;1;552;0
448;59;G18b;Papeleta de Tránsito;G;1;2022;1;1;368;0
449;143;G57;Papeleta de Tránsito;G;7;2022;7;2;736;0
450;191;M09;Papeleta de Tránsito;M;4;2022;4;1;1104;0
451;32;G08;Papeleta de Tránsito;G;6;2022;6;8;2944;0
452;182;M02;Papeleta de Tránsito;M;2;2022;2;6;13800;0
453;61;G19;Papeleta de Tránsito;G;2;2022;2;1;368;0
454;97;G40;Video Papeleta;G;5;2022;5;9;3312;0
455;97;G40;Video Papeleta;G;4;2022;4;3;1104;0
456;35;G09;Papeleta de Tránsito;G;2;2022;2;5;1840;0
457;220;M22;Video Papeleta;M;3;2022;3;5;2760;0
458;182;M02;Papeleta de Tránsito;M;3;2022;3;41;94300;2300
459;220;M22;Video Papeleta;M;3;2022;3;2;1104;0
460;62;G20;Papeleta de Tránsito;G;9;2022;9;1;368;0
461;183;M03;Papeleta de Tránsito;M;6;2022;6;3;6900;0
462;181;M01;Papeleta de Tránsito;M;2;2022;2;3;13800;0
463;212;M20b;Papeleta Electrónica;M;4;2022;4;44;48576;0
464;184;M04;Papeleta de Tránsito;M;8;2022;8;4;18400;4600
465;183;M03;Papeleta de Tránsito;M;1;2022;1;1;2300;0
466;149;G60;Papeleta de Tránsito;G;8;2022;8;24;8832;0
467;200;M16;Papeleta de Tránsito;M;7;2022;7;179;98808;1104
468;44;G11;Video Papeleta;G;4;2022;4;1;368;0
469;182;M02;Papeleta de Tránsito;M;2;2022;2;2;4600;0
470;103;G42;Papeleta de Tránsito;G;8;2022;8;11;4048;0
471;44;G11;Video Papeleta;G;2;2022;2;1;368;0
472;212;M20b;Papeleta Electrónica;M;5;2022;5;27;29808;0
473;97;G40;Video Papeleta;G;2;2022;2;55;20240;0
474;44;G11;Video Papeleta;G;2;2022;2;105;38640;0
475;139;G56;Papeleta de Tránsito;G;3;2022;3;8;2944;0
476;114;G46;Papeleta de Tránsito;G;12;2022;12;4;1472;0
477;182;M02;Papeleta de Tránsito;M;1;2022;1;42;96600;0
478;181;M01;Papeleta de Tránsito;M;3;2022;3;3;13800;0
479;87;G34;Papeleta de Tránsito;G;4;2022;4;2;736;0
480;58;G18a;Papeleta de Tránsito;G;2;2022;2;1;368;0
481;155;G65;Papeleta de Tránsito;G;2;2022;2;2;736;0
482;96;G40;Papeleta de Tránsito Electrónica;G;6;2022;6;49;18032;368
483;116;G46;Video Papeleta;G;4;2022;4;1;368;0
484;222;M24;Papeleta de Tránsito;M;2;2022;2;1;552;0
485;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
486;71;G28;Papeleta de Tránsito;G;4;2022;4;1;368;0
487;237;M40;Papeleta de Tránsito;M;3;2022;3;2;5810;0
488;242;M44;Video Papeleta;M;2;2022;2;1;552;0
489;119;G47;Papeleta de Tránsito Electrónica;G;4;2022;4;1;368;0
490;242;M44;Video Papeleta;M;3;2022;3;4;2208;0
491;91;G37;Papeleta de Tránsito;G;7;2022;7;7;2576;0
492;97;G40;Video Papeleta;G;1;2022;1;240;88320;0
493;120;G47;Video Papeleta;G;2;2022;2;28;10304;0
494;69;G27;Papeleta de Tránsito;G;4;2022;4;1;368;0
495;120;G47;Video Papeleta;G;2;2022;2;14;5152;0
496;132;G53;Papeleta de Tránsito;G;9;2022;9;1;368;0
497;99;G41;Papeleta de Tránsito;G;5;2022;5;19;6992;0
498;182;M02;Papeleta de Tránsito;M;6;2022;6;1;2300;0
499;76;G30;Papeleta de Tránsito;G;12;2022;12;5;1840;0
500;120;G47;Video Papeleta;G;6;2022;6;34;12512;0
501;73;G29;Papeleta de Tránsito;G;10;2022;10;4;1472;0
502;134;G54;Papeleta de Tránsito;G;7;2022;7;1;368;0
503;236;M39;Papeleta de Tránsito;M;6;2022;6;1;0;0
504;242;M44;Video Papeleta;M;4;2022;4;2;1104;0
505;61;G19;Papeleta de Tránsito;G;11;2022;11;2;736;368
506;182;M02;Papeleta de Tránsito;M;6;2022;6;4;9200;0
507;217;M21;Papeleta de Tránsito;M;6;2022;6;15;8280;0
508;181;M01;Papeleta de Tránsito;M;4;2022;4;6;27600;0
509;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
510;212;M20b;Papeleta Electrónica;M;3;2022;3;2;2208;1104
511;183;M03;Papeleta de Tránsito;M;5;2022;5;1;2300;0
512;57;G17;Papeleta de Tránsito;G;11;2022;11;46;16928;368
513;182;M02;Papeleta de Tránsito;M;5;2022;5;1;2300;0
514;67;G25;Papeleta de Tránsito;G;3;2022;3;130;47840;368
515;146;G58;Papeleta de Tránsito;G;4;2022;4;11;4048;736
516;81;G32;Papeleta de Tránsito;G;4;2022;4;3;1104;368
517;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
518;242;M44;Video Papeleta;M;3;2022;3;2;1104;0
519;225;M27;Papeleta de Tránsito;M;7;2022;7;18;41400;0
520;181;M01;Papeleta de Tránsito;M;6;2022;6;1;4600;0
521;181;M01;Papeleta de Tránsito;M;8;2022;8;6;27600;0
522;181;M01;Papeleta de Tránsito;M;5;2022;5;1;4600;0
523;182;M02;Papeleta de Tránsito;M;7;2022;7;1;2300;0
524;67;G25;Papeleta de Tránsito;G;6;2022;6;2;736;0
525;96;G40;Papeleta de Tránsito Electrónica;G;4;2022;4;5;1840;1472
526;120;G47;Video Papeleta;G;3;2022;3;34;12512;0
527;237;M40;Papeleta de Tránsito;M;11;2022;11;9;34280;0
528;59;G18b;Papeleta de Tránsito;G;12;2022;12;504;185472;4416
529;155;G65;Papeleta de Tránsito;G;10;2022;10;1;368;0
530;120;G47;Video Papeleta;G;4;2022;4;4;1472;0
531;221;M23;Papeleta de Tránsito;M;11;2022;11;1;552;0
532;181;M01;Papeleta de Tránsito;M;9;2022;9;1;4600;0
533;145;G57;Video Papeleta;G;3;2022;3;1;368;0
534;236;M39;Papeleta de Tránsito;M;8;2022;8;1;0;0
535;214;M20c;Papeleta Electrónica;M;3;2022;3;1;2300;0
536;184;M04;Papeleta de Tránsito;M;8;2022;8;1;4600;0
537;119;G47;Papeleta de Tránsito Electrónica;G;6;2022;6;9;3312;0
538;182;M02;Papeleta de Tránsito;M;4;2022;4;5;11500;0
539;143;G57;Papeleta de Tránsito;G;1;2022;1;1;368;0
540;178;L06;Papeleta de Tránsito;L;8;2022;8;199;36616;920
541;183;M03;Papeleta de Tránsito;M;3;2022;3;1;2300;0
542;183;M03;Papeleta de Tránsito;M;7;2022;7;2;4600;0
543;184;M04;Papeleta de Tránsito;M;2;2022;2;1;4600;0
544;97;G40;Video Papeleta;G;10;2022;10;7;2576;0
545;146;G58;Papeleta de Tránsito;G;3;2022;3;1;368;0
546;97;G40;Video Papeleta;G;2;2022;2;221;81328;0
547;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
548;49;G14;Papeleta de Tránsito;G;7;2022;7;1;368;0
549;184;M04;Papeleta de Tránsito;M;3;2022;3;4;18400;4600
550;40;G10;Video Papeleta;G;3;2022;3;9;3312;0
551;151;G61;Papeleta de Tránsito;G;8;2022;8;3;1104;0
552;181;M01;Papeleta de Tránsito;M;1;2022;1;2;9200;0
553;146;G58;Papeleta de Tránsito;G;2;2022;2;32;11776;368
554;182;M02;Papeleta de Tránsito;M;3;2022;3;54;124200;0
555;183;M03;Papeleta de Tránsito;M;5;2022;5;3;6900;0
556;200;M16;Papeleta de Tránsito;M;8;2022;8;25;13800;0
557;181;M01;Papeleta de Tránsito;M;6;2022;6;2;9200;0
558;210;M20a;Papeleta Electrónica;M;4;2022;4;117;96876;0
559;22;G02;Papeleta de Tránsito;G;5;2022;5;2;736;0
560;181;M01;Papeleta de Tránsito;M;2;2022;2;4;18400;0
561;181;M01;Papeleta de Tránsito;M;9;2022;9;1;4600;0
562;119;G47;Papeleta de Tránsito Electrónica;G;7;2022;7;9;3312;0
563;63;G21;Papeleta de Tránsito;G;5;2022;5;1;368;0
564;182;M02;Papeleta de Tránsito;M;1;2022;1;3;6900;0
565;120;G47;Video Papeleta;G;4;2022;4;5;1840;0
566;116;G46;Video Papeleta;G;3;2022;3;1;368;0
567;81;G32;Papeleta de Tránsito;G;2;2022;2;6;2208;0
568;146;G58;Papeleta de Tránsito;G;1;2022;1;1;368;0
569;225;M27;Papeleta de Tránsito;M;2;2022;2;21;48300;2300
570;116;G46;Video Papeleta;G;10;2022;10;1;368;0
571;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
572;237;M40;Papeleta de Tránsito;M;9;2022;9;1;530;0
573;225;M27;Papeleta de Tránsito;M;8;2022;8;3;6900;0
574;172;L01;Video Papeleta;L;5;2022;5;6;1104;0
575;30;G07;Papeleta de Tránsito;G;8;2022;8;1;368;0
576;210;M20a;Papeleta Electrónica;M;9;2022;9;11;9108;0
577;145;G57;Video Papeleta;G;4;2022;4;1;368;0
578;119;G47;Papeleta de Tránsito Electrónica;G;7;2022;7;30;11040;0
579;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
580;20;G01;Papeleta de Tránsito;G;11;2022;11;1;368;0
581;182;M02;Papeleta de Tránsito;M;4;2022;4;23;52900;2300
582;78;G31a;Papeleta de Tránsito;G;10;2022;10;12;4416;0
583;182;M02;Papeleta de Tránsito;M;7;2022;7;1;2300;0
584;57;G17;Papeleta de Tránsito;G;2;2022;2;17;6256;0
585;242;M44;Video Papeleta;M;3;2022;3;9;4968;0
586;210;M20a;Papeleta Electrónica;M;9;2022;9;1;828;0
587;210;M20a;Papeleta Electrónica;M;8;2022;8;3;2484;0
588;237;M40;Papeleta de Tránsito;M;3;2022;3;1;2980;0
589;181;M01;Papeleta de Tránsito;M;7;2022;7;7;32200;0
590;85;G33;Papeleta de Tránsito;G;6;2022;6;35;12880;368
591;44;G11;Video Papeleta;G;10;2022;10;3;1104;0
592;87;G34;Papeleta de Tránsito;G;12;2022;12;1;368;0
593;182;M02;Papeleta de Tránsito;M;9;2022;9;1;2300;0
594;242;M44;Video Papeleta;M;5;2022;5;5;2760;0
595;242;M44;Video Papeleta;M;4;2022;4;1;552;0
596;26;G04;Video Papeleta;G;2;2022;2;1;368;0
597;145;G57;Video Papeleta;G;5;2022;5;9;3312;0
598;105;G42;Video Papeleta;G;2;2022;2;1;368;0
599;131;G52;Papeleta de Tránsito;G;12;2022;12;3;1104;0
600;202;M16;Video Papeleta;M;1;2022;1;1;552;0
601;85;G33;Papeleta de Tránsito;G;8;2022;8;1;368;0
602;61;G19;Papeleta de Tránsito;G;11;2022;11;421;154928;26496
603;185;M05;Papeleta de Tránsito;M;9;2022;9;1;2300;0
604;183;M03;Papeleta de Tránsito;M;1;2022;1;8;18400;0
605;183;M03;Papeleta de Tránsito;M;5;2022;5;6;13800;0
606;154;G64;Papeleta de Tránsito;G;4;2022;4;1;368;0
607;225;M27;Papeleta de Tránsito;M;5;2022;5;3;6900;0
608;89;G35;Papeleta de Tránsito;G;10;2022;10;19;6992;0
609;183;M03;Papeleta de Tránsito;M;7;2022;7;1;2300;0
610;183;M03;Papeleta de Tránsito;M;3;2022;3;1;2300;0
611;145;G57;Video Papeleta;G;1;2022;1;2;736;0
612;225;M27;Papeleta de Tránsito;M;9;2022;9;2;4600;0
613;183;M03;Papeleta de Tránsito;M;8;2022;8;2;4600;0
614;58;G18a;Papeleta de Tránsito;G;5;2022;5;19;6956;0
615;97;G40;Video Papeleta;G;9;2022;9;219;80592;0
616;146;G58;Papeleta de Tránsito;G;2;2022;2;1;368;0
617;143;G57;Papeleta de Tránsito;G;3;2022;3;1;368;0
618;183;M03;Papeleta de Tránsito;M;8;2022;8;1;2300;0
619;200;M16;Papeleta de Tránsito;M;8;2022;8;2;1104;0
620;34;G08;Video Papeleta;G;6;2022;6;3;1104;0
621;182;M02;Papeleta de Tránsito;M;7;2022;7;8;18400;0
622;177;L05;Papeleta de Tránsito;L;4;2022;4;1;184;0
623;182;M02;Papeleta de Tránsito;M;8;2022;8;25;57500;2300
624;183;M03;Papeleta de Tránsito;M;6;2022;6;63;144900;0
625;225;M27;Papeleta de Tránsito;M;7;2022;7;1;2300;0
626;149;G60;Papeleta de Tránsito;G;5;2022;5;5;1840;0
627;172;L01;Video Papeleta;L;2;2022;2;3;552;0
628;184;M04;Papeleta de Tránsito;M;3;2022;3;4;18400;0
629;120;G47;Video Papeleta;G;4;2022;4;2;736;0
630;183;M03;Papeleta de Tránsito;M;6;2022;6;5;11500;0
631;116;G46;Video Papeleta;G;7;2022;7;2;736;0
632;226;M28;Papeleta de Tránsito;M;7;2022;7;113;62376;2208
633;182;M02;Papeleta de Tránsito;M;9;2022;9;1;2300;0
634;176;L04;Papeleta de Tránsito;L;6;2022;6;2;368;0
635;226;M28;Papeleta de Tránsito;M;3;2022;3;2;1104;0
636;49;G14;Papeleta de Tránsito;G;3;2022;3;1;368;0
637;44;G11;Video Papeleta;G;3;2022;3;1;368;0
638;25;G04;Papeleta de Tránsito;G;10;2022;10;2;736;0
639;61;G19;Papeleta de Tránsito;G;5;2022;5;1;368;0
640;57;G17;Papeleta de Tránsito;G;10;2022;10;2;736;0
641;57;G17;Papeleta de Tránsito;G;9;2022;9;93;34224;736
642;214;M20c;Papeleta Electrónica;M;9;2022;9;1;2300;0
643;97;G40;Video Papeleta;G;6;2022;6;278;102304;0
644;183;M03;Papeleta de Tránsito;M;5;2022;5;20;46000;0
645;184;M04;Papeleta de Tránsito;M;3;2022;3;3;13800;4600
646;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
647;242;M44;Video Papeleta;M;11;2022;11;1;552;0
648;90;G36;Papeleta de Tránsito;G;9;2022;9;1;368;0
649;202;M16;Video Papeleta;M;9;2022;9;5;2760;0
650;83;G32;Video Papeleta;G;2;2022;2;1;368;0
651;25;G04;Papeleta de Tránsito;G;11;2022;11;1;368;0
652;181;M01;Papeleta de Tránsito;M;8;2022;8;4;18400;0
653;177;L05;Papeleta de Tránsito;L;8;2022;8;168;30912;368
654;122;G48;Papeleta de Tránsito;G;4;2022;4;2;736;0
655;148;G59;Papeleta de Tránsito;G;12;2022;12;23;8464;0
656;182;M02;Papeleta de Tránsito;M;2;2022;2;1;2300;0
657;69;G27;Papeleta de Tránsito;G;2;2022;2;1;368;0
658;212;M20b;Papeleta Electrónica;M;6;2022;6;7;7728;1104
659;25;G04;Papeleta de Tránsito;G;12;2022;12;57;20976;0
660;85;G33;Papeleta de Tránsito;G;10;2022;10;1;368;0
661;184;M04;Papeleta de Tránsito;M;4;2022;4;2;9200;4600
662;34;G08;Video Papeleta;G;4;2022;4;6;2208;0
663;81;G32;Papeleta de Tránsito;G;4;2022;4;485;178480;4416
664;120;G47;Video Papeleta;G;4;2022;4;147;54096;0
665;143;G57;Papeleta de Tránsito;G;3;2022;3;1;368;0
666;83;G32;Video Papeleta;G;12;2022;12;2;736;0
667;83;G32;Video Papeleta;G;8;2022;8;2;736;0
668;25;G04;Papeleta de Tránsito;G;3;2022;3;49;18032;736
669;183;M03;Papeleta de Tránsito;M;1;2022;1;2;4600;0
670;183;M03;Papeleta de Tránsito;M;2;2022;2;5;11500;0
671;52;G15;Papeleta de Tránsito;G;4;2022;4;48;17664;0
672;182;M02;Papeleta de Tránsito;M;7;2022;7;7;16100;0
673;237;M40;Papeleta de Tránsito;M;4;2022;4;2;4760;0
674;183;M03;Papeleta de Tránsito;M;1;2022;1;4;9200;0
675;184;M04;Papeleta de Tránsito;M;7;2022;7;4;18400;9200
676;179;L07;Papeleta de Tránsito;L;11;2022;11;2;368;0
677;62;G20;Papeleta de Tránsito;G;4;2022;4;21;7728;0
678;182;M02;Papeleta de Tránsito;M;4;2022;4;9;20700;0
679;182;M02;Papeleta de Tránsito;M;3;2022;3;2;4600;0
680;208;M19;Papeleta de Tránsito;M;12;2022;12;7;3864;0
681;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
682;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
683;77;G30;Video Papeleta;G;3;2022;3;1;368;0
684;61;G19;Papeleta de Tránsito;G;2;2022;2;1;368;0
685;225;M27;Papeleta de Tránsito;M;1;2022;1;31;71300;4600
686;30;G07;Papeleta de Tránsito;G;12;2022;12;147;54096;368
687;181;M01;Papeleta de Tránsito;M;1;2022;1;1;4600;0
688;184;M04;Papeleta de Tránsito;M;6;2022;6;17;78200;23000
689;182;M02;Papeleta de Tránsito;M;1;2022;1;5;11500;0
690;66;G24;Papeleta de Tránsito;G;4;2022;4;8;2944;0
691;61;G19;Papeleta de Tránsito;G;3;2022;3;160;58880;4416
692;184;M04;Papeleta de Tránsito;M;1;2022;1;2;9200;0
693;181;M01;Papeleta de Tránsito;M;3;2022;3;1;4600;0
694;237;M40;Papeleta de Tránsito;M;3;2022;3;1;2530;0
695;78;G31a;Papeleta de Tránsito;G;5;2022;5;3;1104;0
696;182;M02;Papeleta de Tránsito;M;4;2022;4;2;4600;0
697;23;G03;Papeleta de Tránsito;G;10;2022;10;35;12880;0
698;25;G04;Papeleta de Tránsito;G;4;2022;4;42;15456;0
699;226;M28;Papeleta de Tránsito;M;3;2022;3;1;552;0
700;181;M01;Papeleta de Tránsito;M;5;2022;5;3;13800;0
701;207;M18;Papeleta de Tránsito;M;11;2022;11;9;4968;0
702;114;G46;Papeleta de Tránsito;G;4;2022;4;30;11040;736
703;182;M02;Papeleta de Tránsito;M;8;2022;8;10;23000;0
704;242;M44;Video Papeleta;M;6;2022;6;1;552;0
705;242;M44;Video Papeleta;M;2;2022;2;1;552;0
706;62;G20;Papeleta de Tránsito;G;5;2022;5;46;16928;0
707;120;G47;Video Papeleta;G;2;2022;2;1;368;0
708;182;M02;Papeleta de Tránsito;M;4;2022;4;1;2300;0
709;40;G10;Video Papeleta;G;9;2022;9;3;1104;0
710;120;G47;Video Papeleta;G;3;2022;3;35;12880;0
711;181;M01;Papeleta de Tránsito;M;6;2022;6;2;9200;0
712;89;G35;Papeleta de Tránsito;G;2;2022;2;2;736;0
713;227;M29;Papeleta de Tránsito;M;12;2022;12;2;1104;0
714;28;G06;Papeleta de Tránsito;G;4;2022;4;7;2576;0
715;200;M16;Papeleta de Tránsito;M;9;2022;9;15;8280;0
716;74;G29;Video Papeleta;G;4;2022;4;1;368;0
717;193;M11;Papeleta de Tránsito;M;4;2022;4;1;552;0
718;183;M03;Papeleta de Tránsito;M;7;2022;7;19;43700;0
719;78;G31a;Papeleta de Tránsito;G;1;2022;1;2;736;0
720;183;M03;Papeleta de Tránsito;M;4;2022;4;1;2300;0
721;143;G57;Papeleta de Tránsito;G;3;2022;3;5;1840;368
722;200;M16;Papeleta de Tránsito;M;8;2022;8;2;1104;0
723;183;M03;Papeleta de Tránsito;M;6;2022;6;4;9200;0
724;55;G16;Papeleta de Tránsito;G;2;2022;2;5;1840;0
725;178;L06;Papeleta de Tránsito;L;7;2022;7;1;184;0
726;182;M02;Papeleta de Tránsito;M;5;2022;5;1;2300;0
727;42;G11;Papeleta de Tránsito;G;2;2022;2;35;12880;368
728;67;G25;Papeleta de Tránsito;G;5;2022;5;3;1104;0
729;67;G25;Papeleta de Tránsito;G;8;2022;8;2;736;0
730;237;M40;Papeleta de Tránsito;M;10;2022;10;3;2690;0
731;225;M27;Papeleta de Tránsito;M;6;2022;6;4;9200;0
732;105;G42;Video Papeleta;G;2;2022;2;3;1104;0
733;47;G13;Papeleta de Tránsito;G;3;2022;3;2;736;0
734;30;G07;Papeleta de Tránsito;G;2;2022;2;2;736;0
735;208;M19;Papeleta de Tránsito;M;4;2022;4;1;552;0
736;183;M03;Papeleta de Tránsito;M;5;2022;5;4;9200;0
737;44;G11;Video Papeleta;G;1;2022;1;70;25760;0
738;187;M06;Papeleta de Tránsito;M;11;2022;11;3;3312;0
739;49;G14;Papeleta de Tránsito;G;5;2022;5;16;5888;1104
740;163;G74;Papeleta de Tránsito;G;3;2022;3;1;368;0
741;184;M04;Papeleta de Tránsito;M;1;2022;1;1;4600;0
742;237;M40;Papeleta de Tránsito;M;1;2022;1;1;2580;0
743;178;L06;Papeleta de Tránsito;L;4;2022;4;74;13616;0
744;221;M23;Papeleta de Tránsito;M;11;2022;11;2;1104;0
745;214;M20c;Papeleta Electrónica;M;3;2022;3;2;4600;0
746;42;G11;Papeleta de Tránsito;G;9;2022;9;119;43792;736
747;179;L07;Papeleta de Tránsito;L;11;2022;11;22;4048;368
748;181;M01;Papeleta de Tránsito;M;10;2022;10;1;4600;0
749;62;G20;Papeleta de Tránsito;G;1;2022;1;15;5520;0
750;226;M28;Papeleta de Tránsito;M;6;2022;6;1;552;0
751;193;M11;Papeleta de Tránsito;M;8;2022;8;2;1104;0
752;160;G72a;Papeleta de Tránsito;G;8;2022;8;2;736;0
753;184;M04;Papeleta de Tránsito;M;9;2022;9;6;27600;4600
754;118;G47;Papeleta de Tránsito;G;7;2022;7;1;368;0
755;182;M02;Papeleta de Tránsito;M;8;2022;8;51;117300;0
756;111;G44;Video Papeleta;G;4;2022;4;1;368;0
757;58;G18a;Papeleta de Tránsito;G;7;2022;7;45;16560;0
758;202;M16;Video Papeleta;M;3;2022;3;2;1104;0
759;176;L04;Papeleta de Tránsito;L;9;2022;9;19;3496;736
760;209;M20;Papeleta Electrónica;M;1;2022;1;2;1656;0
761;143;G57;Papeleta de Tránsito;G;2;2022;2;1;368;0
762;143;G57;Papeleta de Tránsito;G;5;2022;5;47;17296;368
763;183;M03;Papeleta de Tránsito;M;1;2022;1;9;20700;0
764;34;G08;Video Papeleta;G;1;2022;1;2;736;0
765;183;M03;Papeleta de Tránsito;M;12;2022;12;1;2300;0
766;183;M03;Papeleta de Tránsito;M;3;2022;3;1;2300;0
767;101;G41;Video Papeleta;G;8;2022;8;3;1104;0
768;182;M02;Papeleta de Tránsito;M;8;2022;8;4;9200;0
769;184;M04;Papeleta de Tránsito;M;10;2022;10;2;9200;0
770;146;G58;Papeleta de Tránsito;G;6;2022;6;69;25392;1472
771;118;G47;Papeleta de Tránsito;G;7;2022;7;1;368;0
772;184;M04;Papeleta de Tránsito;M;4;2022;4;1;4600;4600
773;97;G40;Video Papeleta;G;4;2022;4;351;129168;0
774;212;M20b;Papeleta Electrónica;M;10;2022;10;15;16560;0
775;65;G23;Papeleta de Tránsito;G;8;2022;8;14;5152;368
776;110;G44;Papeleta de Tránsito;G;4;2022;4;1;368;0
777;179;L07;Papeleta de Tránsito;L;3;2022;3;9;1656;184
778;120;G47;Video Papeleta;G;2;2022;2;1;368;0
779;28;G06;Papeleta de Tránsito;G;9;2022;9;7;2576;0
780;242;M44;Video Papeleta;M;3;2022;3;2;1104;0
781;141;G56;Video Papeleta;G;7;2022;7;3;1104;0
782;212;M20b;Papeleta Electrónica;M;4;2022;4;3;3312;0
783;38;G10;Papeleta de Tránsito;G;8;2022;8;1;368;0
784;183;M03;Papeleta de Tránsito;M;5;2022;5;102;234600;0
785;61;G19;Papeleta de Tránsito;G;9;2022;9;16;5888;368
786;89;G35;Papeleta de Tránsito;G;5;2022;5;10;3680;0
787;183;M03;Papeleta de Tránsito;M;2;2022;2;1;2300;0
788;184;M04;Papeleta de Tránsito;M;4;2022;4;1;4600;4600
789;85;G33;Papeleta de Tránsito;G;1;2022;1;11;4048;368
790;26;G04;Video Papeleta;G;2;2022;2;2;736;0
791;184;M04;Papeleta de Tránsito;M;5;2022;5;9;41400;13800
792;101;G41;Video Papeleta;G;6;2022;6;2;736;0
793;96;G40;Papeleta de Tránsito Electrónica;G;7;2022;7;11;4048;0
794;183;M03;Papeleta de Tránsito;M;5;2022;5;63;144900;0
795;184;M04;Papeleta de Tránsito;M;9;2022;9;7;32200;4600
796;139;G56;Papeleta de Tránsito;G;6;2022;6;209;76912;9936
797;208;M19;Papeleta de Tránsito;M;3;2022;3;11;6072;0
798;97;G40;Video Papeleta;G;4;2022;4;2;736;0
799;183;M03;Papeleta de Tránsito;M;3;2022;3;1;2300;0
800;184;M04;Papeleta de Tránsito;M;8;2022;8;1;4600;4600
801;96;G40;Papeleta de Tránsito Electrónica;G;7;2022;7;1;368;0
802;208;M19;Papeleta de Tránsito;M;1;2022;1;4;2208;0
803;57;G17;Papeleta de Tránsito;G;5;2022;5;1;368;368
804;176;L04;Papeleta de Tránsito;L;1;2022;1;9;1656;0
805;61;G19;Papeleta de Tránsito;G;5;2022;5;2;736;0
806;182;M02;Papeleta de Tránsito;M;4;2022;4;2;4600;0
807;182;M02;Papeleta de Tránsito;M;8;2022;8;7;16100;0
808;206;M17;Video Papeleta;M;3;2022;3;1;552;0
809;206;M17;Video Papeleta;M;8;2022;8;1;552;0
810;49;G14;Papeleta de Tránsito;G;6;2022;6;1;368;0
811;182;M02;Papeleta de Tránsito;M;7;2022;7;5;11500;0
812;182;M02;Papeleta de Tránsito;M;6;2022;6;32;73600;2300
813;182;M02;Papeleta de Tránsito;M;5;2022;5;3;6900;0
814;85;G33;Papeleta de Tránsito;G;9;2022;9;1;368;0
815;182;M02;Papeleta de Tránsito;M;3;2022;3;1;2300;0
816;182;M02;Papeleta de Tránsito;M;7;2022;7;1;2300;0
